mo.dat auto written
1 2
1950  2020
3  13
1
0.027  	0.101  	0.311  	0.622  	0.845  	0.944  	0.982  	0.994  	1  	1  	1
0.027  	0.101  	0.311  	0.622  	0.845  	0.944  	0.982  	0.994  	1  	1  	1
0.027  	0.101  	0.311  	0.622  	0.845  	0.944  	0.982  	0.994  	1  	1  	1
0.027  	0.101  	0.311  	0.622  	0.845  	0.944  	0.982  	0.994  	1  	1  	1
0.027  	0.101  	0.311  	0.622  	0.845  	0.944  	0.982  	0.994  	1  	1  	1
0.027  	0.101  	0.311  	0.622  	0.845  	0.944  	0.982  	0.994  	1  	1  	1
0.027  	0.101  	0.311  	0.622  	0.845  	0.944  	0.982  	0.994  	1  	1  	1
0.027  	0.101  	0.311  	0.622  	0.845  	0.944  	0.982  	0.994  	1  	1  	1
0.027  	0.101  	0.311  	0.622  	0.845  	0.944  	0.982  	0.994  	1  	1  	1
0.027  	0.101  	0.311  	0.622  	0.845  	0.944  	0.982  	0.994  	1  	1  	1
0.027  	0.101  	0.311  	0.622  	0.845  	0.944  	0.982  	0.994  	1  	1  	1
0.027  	0.101  	0.311  	0.622  	0.845  	0.944  	0.982  	0.994  	1  	1  	1
0.027  	0.101  	0.311  	0.622  	0.845  	0.944  	0.982  	0.994  	1  	1  	1
0.027  	0.101  	0.311  	0.622  	0.845  	0.944  	0.982  	0.994  	1  	1  	1
0.027  	0.101  	0.311  	0.622  	0.845  	0.944  	0.982  	0.994  	1  	1  	1
0.027  	0.101  	0.311  	0.622  	0.845  	0.944  	0.982  	0.994  	1  	1  	1
0.027  	0.101  	0.311  	0.622  	0.845  	0.944  	0.982  	0.994  	1  	1  	1
0.027  	0.101  	0.311  	0.622  	0.845  	0.944  	0.982  	0.994  	1  	1  	1
0.027  	0.101  	0.311  	0.622  	0.845  	0.944  	0.982  	0.994  	1  	1  	1
0.027  	0.101  	0.311  	0.622  	0.845  	0.944  	0.982  	0.994  	1  	1  	1
0.027  	0.101  	0.311  	0.622  	0.845  	0.944  	0.982  	0.994  	1  	1  	1
0.027  	0.101  	0.311  	0.622  	0.845  	0.944  	0.982  	0.994  	1  	1  	1
0.027  	0.101  	0.311  	0.622  	0.845  	0.944  	0.982  	0.994  	1  	1  	1
0.027  	0.101  	0.311  	0.622  	0.845  	0.944  	0.982  	0.994  	1  	1  	1
0.027  	0.101  	0.311  	0.622  	0.845  	0.944  	0.982  	0.994  	1  	1  	1
0.027  	0.101  	0.311  	0.622  	0.845  	0.944  	0.982  	0.994  	1  	1  	1
0.027  	0.101  	0.311  	0.622  	0.845  	0.944  	0.982  	0.994  	1  	1  	1
0.027  	0.101  	0.311  	0.622  	0.845  	0.944  	0.982  	0.994  	1  	1  	1
0.027  	0.101  	0.311  	0.622  	0.845  	0.944  	0.982  	0.994  	1  	1  	1
0.027  	0.101  	0.311  	0.622  	0.845  	0.944  	0.982  	0.994  	1  	1  	1
0.026  	0.076  	0.243  	0.649  	0.86  	0.95  	0.984  	0.995  	1  	1  	1
0.056  	0.104  	0.303  	0.549  	0.857  	0.948  	0.984  	0.995  	1  	1  	1
0.053  	0.161  	0.332  	0.577  	0.77  	0.947  	0.983  	0.995  	1  	1  	1
0.057  	0.183  	0.472  	0.665  	0.8  	0.906  	0.983  	0.995  	1  	1  	1
0.044  	0.196  	0.51  	0.801  	0.862  	0.921  	0.967  	0.995  	1  	1  	1
0.027  	0.149  	0.522  	0.796  	0.928  	0.953  	0.973  	0.989  	1  	1  	1
0.021  	0.103  	0.454  	0.758  	0.928  	0.977  	0.984  	0.991  	1  	1  	1
0.021  	0.076  	0.294  	0.713  	0.918  	0.976  	0.993  	0.994  	1  	1  	1
0.025  	0.074  	0.24  	0.576  	0.898  	0.975  	0.993  	0.998  	1  	1  	1
0.032  	0.09  	0.25  	0.534  	0.822  	0.966  	0.993  	0.998  	1  	1  	1
0.046  	0.127  	0.305  	0.578  	0.798  	0.937  	0.99  	0.997  	1  	1  	1
0.041  	0.164  	0.358  	0.623  	0.82  	0.925  	0.98  	0.997  	1  	1  	1
0.03  	0.147  	0.449  	0.704  	0.855  	0.936  	0.976  	0.994  	1  	1  	1
0.018  	0.113  	0.396  	0.741  	0.878  	0.95  	0.979  	0.992  	1  	1  	1
0.03  	0.09  	0.275  	0.638  	0.842  	0.943  	0.959  	0.959  	1  	1  	1
0.031  	0.081  	0.215  	0.505  	0.829  	0.934  	0.976  	0.981  	1  	1  	1
0.035  	0.085  	0.194  	0.422  	0.726  	0.929  	0.972  	0.99  	1  	1  	1
0.046  	0.093  	0.203  	0.388  	0.648  	0.864  	0.969  	0.988  	1  	1  	1
0.046  	0.125  	0.222  	0.405  	0.616  	0.811  	0.933  	0.986  	1  	1  	1
0.049  	0.126  	0.289  	0.433  	0.63  	0.785  	0.902  	0.966  	1  	1  	1
0.037  	0.136  	0.292  	0.526  	0.658  	0.799  	0.886  	0.948  	1  	1  	1
0.039  	0.099  	0.313  	0.526  	0.742  	0.816  	0.893  	0.94  	1  	1  	1
0.033  	0.106  	0.237  	0.554  	0.745  	0.876  	0.905  	0.944  	1  	1  	1
0.03  	0.09  	0.251  	0.454  	0.765  	0.876  	0.939  	0.95  	1  	1  	1
0.036  	0.079  	0.217  	0.472  	0.678  	0.889  	0.94  	0.97  	1  	1  	1
0.036  	0.097  	0.192  	0.422  	0.695  	0.833  	0.948  	0.97  	1  	1  	1
0.037  	0.097  	0.229  	0.385  	0.651  	0.844  	0.914  	0.974  	1  	1  	1
0.026  	0.101  	0.229  	0.444  	0.609  	0.811  	0.922  	0.955  	1  	1  	1
0.026  	0.068  	0.239  	0.444  	0.672  	0.782  	0.902  	0.959  	1  	1  	1
