sw.dat auto written
1 2
1950  2020
3  13
1
0.354  	0.653  	1.016  	1.427  	1.867  	2.327  	2.771  	3.195  	3.597  	3.597  	3.597
0.354  	0.653  	1.016  	1.427  	1.867  	2.327  	2.771  	3.195  	3.597  	3.597  	3.597
0.354  	0.653  	1.016  	1.427  	1.867  	2.327  	2.771  	3.195  	3.597  	3.597  	3.597
0.354  	0.653  	1.016  	1.427  	1.867  	2.327  	2.771  	3.195  	3.597  	3.597  	3.597
0.354  	0.653  	1.016  	1.427  	1.867  	2.327  	2.771  	3.195  	3.597  	3.597  	3.597
0.354  	0.653  	1.016  	1.427  	1.867  	2.327  	2.771  	3.195  	3.597  	3.597  	3.597
0.354  	0.653  	1.016  	1.427  	1.867  	2.327  	2.771  	3.195  	3.597  	3.597  	3.597
0.354  	0.653  	1.016  	1.427  	1.867  	2.327  	2.771  	3.195  	3.597  	3.597  	3.597
0.354  	0.653  	1.016  	1.427  	1.867  	2.327  	2.771  	3.195  	3.597  	3.597  	3.597
0.354  	0.653  	1.016  	1.427  	1.867  	2.327  	2.771  	3.195  	3.597  	3.597  	3.597
0.354  	0.653  	1.016  	1.427  	1.867  	2.327  	2.771  	3.195  	3.597  	3.597  	3.597
0.354  	0.653  	1.016  	1.427  	1.867  	2.327  	2.771  	3.195  	3.597  	3.597  	3.597
0.354  	0.653  	1.016  	1.427  	1.867  	2.327  	2.771  	3.195  	3.597  	3.597  	3.597
0.354  	0.653  	1.016  	1.427  	1.867  	2.327  	2.771  	3.195  	3.597  	3.597  	3.597
0.354  	0.653  	1.016  	1.427  	1.867  	2.327  	2.771  	3.195  	3.597  	3.597  	3.597
0.354  	0.653  	1.016  	1.427  	1.867  	2.327  	2.771  	3.195  	3.597  	3.597  	3.597
0.354  	0.653  	1.016  	1.427  	1.867  	2.327  	2.771  	3.195  	3.597  	3.597  	3.597
0.354  	0.653  	1.016  	1.427  	1.867  	2.327  	2.771  	3.195  	3.597  	3.597  	3.597
0.354  	0.653  	1.016  	1.427  	1.867  	2.327  	2.771  	3.195  	3.597  	3.597  	3.597
0.354  	0.653  	1.016  	1.427  	1.867  	2.327  	2.771  	3.195  	3.597  	3.597  	3.597
0.354  	0.653  	1.016  	1.427  	1.867  	2.327  	2.771  	3.195  	3.597  	3.597  	3.597
0.354  	0.653  	1.016  	1.427  	1.867  	2.327  	2.771  	3.195  	3.597  	3.597  	3.597
0.354  	0.653  	1.016  	1.427  	1.867  	2.327  	2.771  	3.195  	3.597  	3.597  	3.597
0.354  	0.653  	1.016  	1.427  	1.867  	2.327  	2.771  	3.195  	3.597  	3.597  	3.597
0.354  	0.653  	1.016  	1.427  	1.867  	2.327  	2.771  	3.195  	3.597  	3.597  	3.597
0.354  	0.653  	1.016  	1.427  	1.867  	2.327  	2.771  	3.195  	3.597  	3.597  	3.597
0.354  	0.653  	1.016  	1.427  	1.867  	2.327  	2.771  	3.195  	3.597  	3.597  	3.597
0.354  	0.653  	1.016  	1.427  	1.867  	2.327  	2.771  	3.195  	3.597  	3.597  	3.597
0.354  	0.653  	1.016  	1.427  	1.867  	2.327  	2.771  	3.195  	3.597  	3.597  	3.597
0.354  	0.653  	1.016  	1.427  	1.867  	2.327  	2.771  	3.195  	3.597  	3.597  	3.597
0.454  	0.878  	1.159  	1.675  	2.292  	3.134  	3.31  	3.553  	3.792  	3.792  	3.792
0.603  	0.805  	1.315  	1.582  	2.118  	2.728  	3.51  	3.679  	3.904  	3.904  	3.904
0.631  	1.049  	1.217  	1.782  	2.017  	2.553  	3.14  	3.853  	4.016  	4.016  	4.016
0.524  	1.098  	1.558  	1.663  	2.255  	2.448  	2.97  	3.524  	4.165  	4.165  	4.165
0.391  	0.926  	1.632  	2.093  	2.121  	2.718  	2.865  	3.363  	3.878  	3.878  	3.878
0.379  	0.7  	1.394  	2.195  	2.626  	2.572  	3.158  	3.261  	3.728  	3.728  	3.728
0.311  	0.682  	1.069  	1.898  	2.761  	3.138  	3.005  	3.568  	3.632  	3.632  	3.632
0.331  	0.569  	1.047  	1.473  	2.411  	3.307  	3.616  	3.412  	3.946  	3.946  	3.946
0.383  	0.603  	0.887  	1.452  	1.895  	2.915  	3.822  	4.054  	3.787  	3.787  	3.787
0.445  	0.689  	0.936  	1.248  	1.878  	2.317  	3.395  	4.297  	4.449  	4.449  	4.449
0.413  	0.789  	1.054  	1.312  	1.635  	2.308  	2.728  	3.844  	4.73  	4.73  	4.73
0.402  	0.737  	1.193  	1.458  	1.714  	2.035  	2.732  	3.122  	4.256  	4.256  	4.256
0.34  	0.721  	1.119  	1.63  	1.881  	2.127  	2.437  	3.142  	3.491  	3.491  	3.491
0.279  	0.616  	1.1  	1.537  	2.08  	2.308  	2.54  	2.831  	3.531  	3.531  	3.531
